"","year","qtr","state","cnty","own","naics","naics3","naics4","naics5","naics_sector","super_sector","m1emp","m2emp","m3emp","wage","can_agg","rectype","filenumber","primary_key"
"1852",2016,1,44,3,5,485320,485,4853,48532,48,1021,9,8,8,44,"Y","C","20",2914197
"1853",2016,1,44,3,5,485320,485,4853,48532,48,1021,10,10,10,56,"Y","C","20",2914198
"1854",2016,1,44,3,5,485320,485,4853,48532,48,1021,15,13,14,78,"Y","C","20",2914199
"1855",2016,1,44,3,5,485991,485,4859,48599,48,1021,2,2,2,5,"Y","C","20",2914200
"1856",2016,1,44,3,5,485991,485,4859,48599,48,1021,1,1,1,4,"Y","C","20",2914201
"1857",2016,1,44,3,5,485999,485,4859,48599,48,1021,3,3,2,11,"Y","C","20",2914202
"1858",2016,1,44,3,5,485999,485,4859,48599,48,1021,5,5,5,21,"Y","C","20",2914203
"1859",2016,1,44,3,5,485999,485,4859,48599,48,1021,2,2,2,10,"Y","C","20",2914204
"1860",2016,1,44,3,5,488119,488,4881,48811,48,1021,25,24,24,134,"Y","C","20",2914205
"1861",2016,1,44,3,5,488119,488,4881,48811,48,1021,42,40,37,212,"Y","C","20",2914206
"1862",2016,1,44,3,5,488119,488,4881,48811,48,1021,52,49,47,273,"Y","C","20",2914207
"1863",2016,1,44,3,5,488119,488,4881,48811,48,1021,30,29,28,154,"Y","C","20",2914208
"1864",2016,1,44,3,5,488190,488,4881,48819,48,1021,23,24,25,174,"Y","C","20",2914209
"1865",2016,1,44,3,5,488190,488,4881,48819,48,1021,19,19,20,140,"Y","C","20",2914210
"1866",2016,1,44,3,5,488190,488,4881,48819,48,1021,11,12,12,84,"Y","C","20",2914211
"1867",2016,1,44,3,5,488410,488,4884,48841,48,1021,1,1,1,30,"Y","C","20",2914212
"1868",2016,1,44,3,5,488410,488,4884,48841,48,1021,1,1,1,30,"Y","C","20",2914213
"1869",2016,1,44,3,5,488410,488,4884,48841,48,1021,1,1,1,38,"Y","C","20",2914214
"1870",2016,1,44,3,5,488490,488,4884,48849,48,1021,3,3,4,77,"Y","C","20",2914215
"1871",2016,1,44,3,5,488490,488,4884,48849,48,1021,3,3,3,65,"Y","C","20",2914216
"1872",2016,1,44,3,5,488490,488,4884,48849,48,1021,5,5,5,118,"Y","C","20",2914217
"1873",2016,1,44,3,5,488490,488,4884,48849,48,1021,3,3,3,59,"Y","C","20",2914218
"1874",2016,1,44,3,5,488490,488,4884,48849,48,1021,3,3,3,78,"Y","C","20",2914219
"1875",2016,1,44,3,5,488490,488,4884,48849,48,1021,3,3,3,77,"Y","C","20",2914220
"1876",2016,1,44,3,5,488490,488,4884,48849,48,1021,4,4,4,91,"Y","C","20",2914221
"1877",2016,1,44,3,5,493110,493,4931,49311,49,1021,45,44,44,563,"Y","C","20",2914222
"1878",2016,1,44,3,5,493110,493,4931,49311,49,1021,41,39,39,466,"Y","C","20",2914223
"1879",2016,1,44,3,5,493110,493,4931,49311,49,1021,68,65,62,773,"Y","C","20",2914224
"1880",2016,1,44,3,5,493190,493,4931,49319,49,1021,22,19,16,135,"Y","C","20",2914225
"1881",2016,1,44,3,5,512110,512,5121,51211,51,1022,5,4,3,5,"Y","C","20",2914226
"1882",2016,1,44,3,5,512131,512,5121,51213,51,1022,60,60,60,169,"Y","C","20",2914227
"1883",2016,1,44,3,5,512131,512,5121,51213,51,1022,110,108,106,315,"Y","C","20",2914228
"1884",2016,1,44,3,5,522110,522,5221,52211,52,1023,20,20,20,574,"Y","C","20",2914229
"1885",2016,1,44,3,5,522110,522,5221,52211,52,1023,17,17,18,507,"Y","C","20",2914230
"1886",2016,1,44,3,5,522110,522,5221,52211,52,1023,11,11,11,325,"Y","C","20",2914231
"1887",2016,1,44,3,5,522110,522,5221,52211,52,1023,15,15,15,422,"Y","C","20",2914232
"1888",2016,1,44,3,5,522110,522,5221,52211,52,1023,10,10,10,289,"Y","C","20",2914233
"1889",2016,1,44,3,5,522110,522,5221,52211,52,1023,11,11,12,320,"Y","C","20",2914234
"1890",2016,1,44,3,5,522110,522,5221,52211,52,1023,12,12,13,354,"Y","C","20",2914235
"1891",2016,1,44,3,5,522110,522,5221,52211,52,1023,13,13,13,373,"Y","C","20",2914236
"1892",2016,1,44,3,5,522110,522,5221,52211,52,1023,15,15,15,438,"Y","C","20",2914237
"1893",2016,1,44,3,5,522110,522,5221,52211,52,1023,6,6,6,176,"Y","C","20",2914238
"1894",2016,1,44,3,5,522110,522,5221,52211,52,1023,14,14,14,407,"Y","C","20",2914239
"1895",2016,1,44,3,5,522110,522,5221,52211,52,1023,26,27,27,755,"Y","C","20",2914240
"1896",2016,1,44,3,5,522110,522,5221,52211,52,1023,21,21,22,614,"Y","C","20",2914241
"1897",2016,1,44,3,5,522110,522,5221,52211,52,1023,13,14,14,407,"Y","C","20",2914242
"1898",2016,1,44,3,5,522110,522,5221,52211,52,1023,8,8,8,233,"Y","C","20",2914243
"1899",2016,1,44,3,5,522110,522,5221,52211,52,1023,10,10,9,278,"Y","C","20",2914244
"1900",2016,1,44,3,5,522110,522,5221,52211,52,1023,10,10,10,294,"Y","C","20",2914245
"1901",2016,1,44,3,5,522110,522,5221,52211,52,1023,13,13,13,379,"Y","C","20",2914246
"1902",2016,1,44,3,5,522110,522,5221,52211,52,1023,9,9,9,249,"Y","C","20",2914247
"1903",2016,1,44,3,5,522110,522,5221,52211,52,1023,11,11,12,363,"Y","C","20",2914248
"1904",2016,1,44,3,5,522110,522,5221,52211,52,1023,16,16,16,463,"Y","C","20",2914249
"1905",2016,1,44,3,5,522110,522,5221,52211,52,1023,15,15,16,469,"Y","C","20",2914250
"1906",2016,1,44,3,5,522110,522,5221,52211,52,1023,12,12,12,358,"Y","C","20",2914251
"1907",2016,1,44,3,5,522110,522,5221,52211,52,1023,8,8,8,251,"Y","C","20",2914252
"1908",2016,1,44,3,5,522110,522,5221,52211,52,1023,19,20,20,566,"Y","C","20",2914253
"1909",2016,1,44,3,5,522110,522,5221,52211,52,1023,14,13,15,429,"Y","C","20",2914254
"1910",2016,1,44,3,5,522110,522,5221,52211,52,1023,15,16,16,479,"Y","C","20",2914255
"1911",2016,1,44,3,5,522110,522,5221,52211,52,1023,19,19,20,568,"Y","C","20",2914256
"1912",2016,1,44,3,5,522110,522,5221,52211,52,1023,12,12,12,342,"Y","C","20",2914257
"1913",2016,1,44,3,5,522110,522,5221,52211,52,1023,20,20,20,581,"Y","C","20",2914258
"1914",2016,1,44,3,5,522110,522,5221,52211,52,1023,16,16,16,487,"Y","C","20",2914259
"1915",2016,1,44,3,5,522110,522,5221,52211,52,1023,14,14,14,407,"Y","C","20",2914260
"1916",2016,1,44,3,5,522110,522,5221,52211,52,1023,11,11,11,321,"Y","C","20",2914261
"1917",2016,1,44,3,5,522110,522,5221,52211,52,1023,17,17,16,473,"Y","C","20",2914262
"1918",2016,1,44,3,5,522120,522,5221,52212,52,1023,8,8,8,212,"Y","C","20",2914263
"1919",2016,1,44,3,5,522120,522,5221,52212,52,1023,8,8,7,207,"Y","C","20",2914264
"1920",2016,1,44,3,5,522120,522,5221,52212,52,1023,22,21,20,581,"Y","C","20",2914265
"1921",2016,1,44,3,5,522120,522,5221,52212,52,1023,15,15,14,384,"Y","C","20",2914266
"1922",2016,1,44,3,5,522120,522,5221,52212,52,1023,14,13,13,382,"Y","C","20",2914267
"1923",2016,1,44,3,5,522120,522,5221,52212,52,1023,12,12,12,328,"Y","C","20",2914268
"1924",2016,1,44,3,5,522120,522,5221,52212,52,1023,13,13,11,326,"Y","C","20",2914269
"1925",2016,1,44,3,5,522120,522,5221,52212,52,1023,12,12,11,340,"Y","C","20",2914270
"1926",2016,1,44,3,5,522120,522,5221,52212,52,1023,13,12,11,331,"Y","C","20",2914271
"1927",2016,1,44,3,5,522120,522,5221,52212,52,1023,12,12,11,310,"Y","C","20",2914272
"1928",2016,1,44,3,5,522120,522,5221,52212,52,1023,17,17,15,425,"Y","C","20",2914273
"1929",2016,1,44,3,5,522120,522,5221,52212,52,1023,14,13,13,375,"Y","C","20",2914274
"1930",2016,1,44,3,5,522120,522,5221,52212,52,1023,12,12,11,311,"Y","C","20",2914275
"1931",2016,1,44,3,5,522120,522,5221,52212,52,1023,13,12,12,356,"Y","C","20",2914276
"1932",2016,1,44,3,5,522120,522,5221,52212,52,1023,12,11,11,311,"Y","C","20",2914277
"1933",2016,1,44,3,5,522120,522,5221,52212,52,1023,9,9,8,251,"Y","C","20",2914278
"1934",2016,1,44,3,5,522130,522,5221,52213,52,1023,11,12,13,260,"Y","C","20",2914279
"1935",2016,1,44,3,5,522130,522,5221,52213,52,1023,6,8,8,140,"Y","C","20",2914280
"1936",2016,1,44,3,5,522130,522,5221,52213,52,1023,12,13,14,275,"Y","C","20",2914281
"1937",2016,1,44,3,5,522130,522,5221,52213,52,1023,6,7,7,143,"Y","C","20",2914282
"1938",2016,1,44,3,5,522130,522,5221,52213,52,1023,7,8,8,162,"Y","C","20",2914283
"1939",2016,1,44,3,5,522130,522,5221,52213,52,1023,5,5,5,107,"Y","C","20",2914284
"1940",2016,1,44,3,5,522130,522,5221,52213,52,1023,7,7,8,143,"Y","C","20",2914285
"1941",2016,1,44,3,5,522130,522,5221,52213,52,1023,7,7,8,154,"Y","C","20",2914286
"1942",2016,1,44,3,5,522130,522,5221,52213,52,1023,7,8,8,158,"Y","C","20",2914287
"1943",2016,1,44,3,5,522130,522,5221,52213,52,1023,11,13,13,255,"Y","C","20",2914288
"1944",2016,1,44,3,5,522130,522,5221,52213,52,1023,6,5,7,134,"Y","C","20",2914289
"1945",2016,1,44,3,5,522310,522,5223,52231,52,1023,7,8,8,75,"Y","C","20",2914290
"1946",2016,1,44,3,5,522310,522,5223,52231,52,1023,5,6,6,48,"Y","C","20",2914291
"1947",2016,1,44,3,5,522310,522,5223,52231,52,1023,4,4,5,43,"Y","C","20",2914292
"1948",2016,1,44,3,5,522310,522,5223,52231,52,1023,8,8,9,82,"Y","C","20",2914293
"1949",2016,1,44,3,5,522310,522,5223,52231,52,1023,8,10,10,87,"Y","C","20",2914294
"1950",2016,1,44,3,5,522310,522,5223,52231,52,1023,4,5,5,46,"Y","C","20",2914295
"1951",2016,1,44,3,5,522310,522,5223,52231,52,1023,6,7,7,60,"Y","C","20",2914296
"1952",2016,1,44,3,5,522310,522,5223,52231,52,1023,5,5,5,48,"Y","C","20",2914297
"1953",2016,1,44,3,5,522310,522,5223,52231,52,1023,8,8,9,79,"Y","C","20",2914298
"1954",2016,1,44,3,5,522320,522,5223,52232,52,1023,37,36,36,559,"Y","C","20",2914299
"1955",2016,1,44,3,5,522320,522,5223,52232,52,1023,50,47,46,721,"Y","C","20",2914300
"1956",2016,1,44,3,5,522320,522,5223,52232,52,1023,53,51,48,750,"Y","C","20",2914301
"1957",2016,1,44,3,5,522320,522,5223,52232,52,1023,37,36,35,530,"Y","C","20",2914302
"1958",2016,1,44,3,5,522390,522,5223,52239,52,1023,4,4,5,32,"Y","C","20",2914303
"1959",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,12,"Y","C","20",2914304
"1960",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,16,"Y","C","20",2914305
"1961",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,12,"Y","C","20",2914306
"1962",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,16,"Y","C","20",2914307
"1963",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,12,"Y","C","20",2914308
"1964",2016,1,44,3,5,522390,522,5223,52239,52,1023,4,4,4,27,"Y","C","20",2914309
"1965",2016,1,44,3,5,522390,522,5223,52239,52,1023,2,2,2,11,"Y","C","20",2914310
"1966",2016,1,44,3,5,523910,523,5239,52391,52,1023,0,0,1,6,"Y","C","20",2914311
"1967",2016,1,44,3,5,523910,523,5239,52391,52,1023,0,0,0,3,"Y","C","20",2914312
"1968",2016,1,44,3,5,523910,523,5239,52391,52,1023,0,1,1,9,"Y","C","20",2914313
"1969",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,2,3,57,"Y","C","20",2914314
"1970",2016,1,44,3,5,523920,523,5239,52392,52,1023,5,5,6,142,"Y","C","20",2914315
"1971",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,5,103,"Y","C","20",2914316
"1972",2016,1,44,3,5,523920,523,5239,52392,52,1023,3,3,3,72,"Y","C","20",2914317
"1973",2016,1,44,3,5,523920,523,5239,52392,52,1023,3,3,3,61,"Y","C","20",2914318
"1974",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,4,95,"Y","C","20",2914319
"1975",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,4,103,"Y","C","20",2914320
"1976",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,2,2,53,"Y","C","20",2914321
"1977",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,2,2,46,"Y","C","20",2914322
"1978",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,4,102,"Y","C","20",2914323
"1979",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,4,101,"Y","C","20",2914324
"1980",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,2,3,60,"Y","C","20",2914325
"1981",2016,1,44,3,5,523920,523,5239,52392,52,1023,3,3,4,89,"Y","C","20",2914326
"1982",2016,1,44,3,5,523920,523,5239,52392,52,1023,3,3,3,69,"Y","C","20",2914327
"1983",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,3,3,65,"Y","C","20",2914328
"1984",2016,1,44,3,5,523920,523,5239,52392,52,1023,2,2,2,51,"Y","C","20",2914329
"1985",2016,1,44,3,5,523920,523,5239,52392,52,1023,4,4,4,106,"Y","C","20",2914330
"1986",2016,1,44,3,5,523930,523,5239,52393,52,1023,4,4,4,39,"Y","C","20",2914331
"1987",2016,1,44,3,5,523930,523,5239,52393,52,1023,4,4,4,36,"Y","C","20",2914332
"1988",2016,1,44,3,5,523930,523,5239,52393,52,1023,5,4,4,38,"Y","C","20",2914333
"1989",2016,1,44,3,5,523930,523,5239,52393,52,1023,2,2,2,21,"Y","C","20",2914334
"1990",2016,1,44,3,5,523930,523,5239,52393,52,1023,2,2,2,20,"Y","C","20",2914335
"1991",2016,1,44,3,5,523930,523,5239,52393,52,1023,3,3,3,25,"Y","C","20",2914336
"1992",2016,1,44,3,5,523930,523,5239,52393,52,1023,3,2,2,25,"Y","C","20",2914337
"1993",2016,1,44,3,5,523930,523,5239,52393,52,1023,3,3,3,31,"Y","C","20",2914338
"1994",2016,1,44,3,5,523930,523,5239,52393,52,1023,5,5,5,43,"Y","C","20",2914339
"1995",2016,1,44,3,5,523930,523,5239,52393,52,1023,5,5,4,41,"Y","C","20",2914340
"1996",2016,1,44,3,5,523930,523,5239,52393,52,1023,3,2,2,23,"Y","C","20",2914341
"1997",2016,1,44,3,5,523930,523,5239,52393,52,1023,4,4,3,35,"Y","C","20",2914342
"1998",2016,1,44,3,5,523991,523,5239,52399,52,1023,1,1,2,18,"Y","C","20",2914343
"1999",2016,1,44,3,5,523999,523,5239,52399,52,1023,1,1,1,7,"Y","C","20",2914344
"2000",2016,1,44,3,5,524113,524,5241,52411,52,1023,22,21,20,2567,"Y","C","20",2914345
"2001",2016,1,44,3,5,524113,524,5241,52411,52,1023,23,24,24,2907,"Y","C","20",2914346
"2002",2016,1,44,3,5,524113,524,5241,52411,52,1023,15,14,14,1733,"Y","C","20",2914347
"2003",2016,1,44,3,5,524113,524,5241,52411,52,1023,15,15,15,1920,"Y","C","20",2914348
"2004",2016,1,44,3,5,524113,524,5241,52411,52,1023,22,22,23,2740,"Y","C","20",2914349
"2005",2016,1,44,3,5,524113,524,5241,52411,52,1023,21,22,22,2608,"Y","C","20",2914350
"2006",2016,1,44,3,5,524113,524,5241,52411,52,1023,20,20,20,2395,"Y","C","20",2914351
"2007",2016,1,44,3,5,524113,524,5241,52411,52,1023,27,27,27,3193,"Y","C","20",2914352
"2008",2016,1,44,3,5,524113,524,5241,52411,52,1023,30,30,30,3718,"Y","C","20",2914353
"2009",2016,1,44,3,5,524113,524,5241,52411,52,1023,8,8,8,1033,"Y","C","20",2914354
"2010",2016,1,44,3,5,524113,524,5241,52411,52,1023,21,22,22,2788,"Y","C","20",2914355
"2011",2016,1,44,3,5,524114,524,5241,52411,52,1023,5,3,3,299,"Y","C","20",2914356
"2012",2016,1,44,3,5,524114,524,5241,52411,52,1023,8,7,5,547,"Y","C","20",2914357
"2013",2016,1,44,3,5,524114,524,5241,52411,52,1023,7,5,5,517,"Y","C","20",2914358
"2014",2016,1,44,3,5,524126,524,5241,52412,52,1023,24,25,27,4518,"Y","C","20",2914359
"2015",2016,1,44,3,5,524126,524,5241,52412,52,1023,13,14,14,2420,"Y","C","20",2914360
"2016",2016,1,44,3,5,524126,524,5241,52412,52,1023,12,12,12,2224,"Y","C","20",2914361
"2017",2016,1,44,3,5,524126,524,5241,52412,52,1023,7,7,7,1232,"Y","C","20",2914362
"2018",2016,1,44,3,5,524126,524,5241,52412,52,1023,12,12,13,2209,"Y","C","20",2914363
"2019",2016,1,44,3,5,524126,524,5241,52412,52,1023,7,7,7,1283,"Y","C","20",2914364
"2020",2016,1,44,3,5,524126,524,5241,52412,52,1023,13,14,14,2325,"Y","C","20",2914365
"2021",2016,1,44,3,5,524126,524,5241,52412,52,1023,14,14,16,2794,"Y","C","20",2914366
"2022",2016,1,44,3,5,524126,524,5241,52412,52,1023,7,7,7,1301,"Y","C","20",2914367
"2023",2016,1,44,3,5,524126,524,5241,52412,52,1023,10,11,11,1806,"Y","C","20",2914368
"2024",2016,1,44,3,5,524126,524,5241,52412,52,1023,13,13,15,2510,"Y","C","20",2914369
"2025",2016,1,44,3,5,524127,524,5241,52412,52,1023,12,10,7,772,"Y","C","20",2914370
"2026",2016,1,44,3,5,524127,524,5241,52412,52,1023,16,11,10,1034,"Y","C","20",2914371
"2027",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,9,9,165,"Y","C","20",2914372
"2028",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,10,194,"Y","C","20",2914373
"2029",2016,1,44,3,5,524210,524,5242,52421,52,1023,18,18,18,344,"Y","C","20",2914374
"2030",2016,1,44,3,5,524210,524,5242,52421,52,1023,15,16,16,290,"Y","C","20",2914375
"2031",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,10,10,185,"Y","C","20",2914376
"2032",2016,1,44,3,5,524210,524,5242,52421,52,1023,16,16,16,311,"Y","C","20",2914377
"2033",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,10,172,"Y","C","20",2914378
"2034",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,191,"Y","C","20",2914379
"2035",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,180,"Y","C","20",2914380
"2036",2016,1,44,3,5,524210,524,5242,52421,52,1023,6,6,7,125,"Y","C","20",2914381
"2037",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,146,"Y","C","20",2914382
"2038",2016,1,44,3,5,524210,524,5242,52421,52,1023,3,3,4,68,"Y","C","20",2914383
"2039",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,6,8,138,"Y","C","20",2914384
"2040",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,129,"Y","C","20",2914385
"2041",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,10,10,193,"Y","C","20",2914386
"2042",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,11,219,"Y","C","20",2914387
"2043",2016,1,44,3,5,524210,524,5242,52421,52,1023,20,20,21,405,"Y","C","20",2914388
"2044",2016,1,44,3,5,524210,524,5242,52421,52,1023,3,3,3,53,"Y","C","20",2914389
"2045",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,133,"Y","C","20",2914390
"2046",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,175,"Y","C","20",2914391
"2047",2016,1,44,3,5,524210,524,5242,52421,52,1023,15,15,15,284,"Y","C","20",2914392
"2048",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,11,212,"Y","C","20",2914393
"2049",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,13,236,"Y","C","20",2914394
"2050",2016,1,44,3,5,524210,524,5242,52421,52,1023,5,5,5,92,"Y","C","20",2914395
"2051",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,138,"Y","C","20",2914396
"2052",2016,1,44,3,5,524210,524,5242,52421,52,1023,13,13,13,260,"Y","C","20",2914397
"2053",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,11,197,"Y","C","20",2914398
"2054",2016,1,44,3,5,524210,524,5242,52421,52,1023,6,6,6,128,"Y","C","20",2914399
"2055",2016,1,44,3,5,524210,524,5242,52421,52,1023,5,4,4,86,"Y","C","20",2914400
"2056",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,11,11,211,"Y","C","20",2914401
"2057",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,158,"Y","C","20",2914402
"2058",2016,1,44,3,5,524210,524,5242,52421,52,1023,13,13,14,262,"Y","C","20",2914403
"2059",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,154,"Y","C","20",2914404
"2060",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,176,"Y","C","20",2914405
"2061",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,165,"Y","C","20",2914406
"2062",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,131,"Y","C","20",2914407
"2063",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,222,"Y","C","20",2914408
"2064",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,152,"Y","C","20",2914409
"2065",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,232,"Y","C","20",2914410
"2066",2016,1,44,3,5,524210,524,5242,52421,52,1023,16,16,16,304,"Y","C","20",2914411
"2067",2016,1,44,3,5,524210,524,5242,52421,52,1023,13,13,13,251,"Y","C","20",2914412
"2068",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,223,"Y","C","20",2914413
"2069",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,197,"Y","C","20",2914414
"2070",2016,1,44,3,5,524210,524,5242,52421,52,1023,4,4,5,83,"Y","C","20",2914415
"2071",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,12,229,"Y","C","20",2914416
"2072",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,8,165,"Y","C","20",2914417
"2073",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,142,"Y","C","20",2914418
"2074",2016,1,44,3,5,524210,524,5242,52421,52,1023,14,14,15,284,"Y","C","20",2914419
"2075",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,160,"Y","C","20",2914420
"2076",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,183,"Y","C","20",2914421
"2077",2016,1,44,3,5,524210,524,5242,52421,52,1023,14,14,14,266,"Y","C","20",2914422
"2078",2016,1,44,3,5,524210,524,5242,52421,52,1023,13,13,14,255,"Y","C","20",2914423
"2079",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,170,"Y","C","20",2914424
"2080",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,180,"Y","C","20",2914425
"2081",2016,1,44,3,5,524210,524,5242,52421,52,1023,6,6,6,121,"Y","C","20",2914426
"2082",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,223,"Y","C","20",2914427
"2083",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,183,"Y","C","20",2914428
"2084",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,12,222,"Y","C","20",2914429
"2085",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,11,216,"Y","C","20",2914430
"2086",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,200,"Y","C","20",2914431
"2087",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,197,"Y","C","20",2914432
"2088",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,153,"Y","C","20",2914433
"2089",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,11,212,"Y","C","20",2914434
"2090",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,136,"Y","C","20",2914435
"2091",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,11,221,"Y","C","20",2914436
"2092",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,10,192,"Y","C","20",2914437
"2093",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,164,"Y","C","20",2914438
"2094",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,238,"Y","C","20",2914439
"2095",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,12,224,"Y","C","20",2914440
"2096",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,11,11,212,"Y","C","20",2914441
"2097",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,11,12,216,"Y","C","20",2914442
"2098",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,173,"Y","C","20",2914443
"2099",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,12,12,244,"Y","C","20",2914444
"2100",2016,1,44,3,5,524210,524,5242,52421,52,1023,11,12,12,224,"Y","C","20",2914445
"2101",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,13,13,246,"Y","C","20",2914446
"2102",2016,1,44,3,5,524210,524,5242,52421,52,1023,3,3,3,60,"Y","C","20",2914447
"2103",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,171,"Y","C","20",2914448
"2104",2016,1,44,3,5,524210,524,5242,52421,52,1023,10,10,9,181,"Y","C","20",2914449
"2105",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,158,"Y","C","20",2914450
"2106",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,8,144,"Y","C","20",2914451
"2107",2016,1,44,3,5,524210,524,5242,52421,52,1023,14,14,15,267,"Y","C","20",2914452
"2108",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,164,"Y","C","20",2914453
"2109",2016,1,44,3,5,524210,524,5242,52421,52,1023,12,14,13,243,"Y","C","20",2914454
"2110",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,135,"Y","C","20",2914455
"2111",2016,1,44,3,5,524210,524,5242,52421,52,1023,7,7,7,142,"Y","C","20",2914456
"2112",2016,1,44,3,5,524210,524,5242,52421,52,1023,9,9,9,169,"Y","C","20",2914457
"2113",2016,1,44,3,5,524210,524,5242,52421,52,1023,8,8,8,154,"Y","C","20",2914458
"2114",2016,1,44,3,5,524291,524,5242,52429,52,1023,4,3,3,25,"Y","C","20",2914459
"2115",2016,1,44,3,5,524291,524,5242,52429,52,1023,4,3,3,26,"Y","C","20",2914460
"2116",2016,1,44,3,5,524291,524,5242,52429,52,1023,3,3,3,21,"Y","C","20",2914461
"2117",2016,1,44,3,5,524291,524,5242,52429,52,1023,5,5,5,37,"Y","C","20",2914462
"2118",2016,1,44,3,5,524291,524,5242,52429,52,1023,2,2,2,16,"Y","C","20",2914463
"2119",2016,1,44,3,5,524291,524,5242,52429,52,1023,5,5,4,36,"Y","C","20",2914464
"2120",2016,1,44,3,5,524291,524,5242,52429,52,1023,3,3,3,24,"Y","C","20",2914465
"2121",2016,1,44,3,5,524292,524,5242,52429,52,1023,4,3,3,35,"Y","C","20",2914466
"2122",2016,1,44,3,5,524292,524,5242,52429,52,1023,7,5,4,52,"Y","C","20",2914467
"2123",2016,1,44,3,5,524292,524,5242,52429,52,1023,7,5,4,58,"Y","C","20",2914468
